user	credit_mean	credit_std	credit_interarr_mean	credit_interarr_std	debit_mean	debit_std	debit_interarr_mean	debit_interarr_std	perp_in	perp_out
171788	-1.9519251432706433	-1.8417974007069917	-2.0	-2.0	1.9572671454488002	-1.885016178194378	-2.0	-2.0	-1.7728157427986448	-1.70847358270434
172175	-1.996455743860509	-1.9914145713640334	-2.0	-2.0	1.9977907892091398	-1.9968826372165775	-2.0	-2.0	-2.0	-2.0
172200	-1.9972160404939565	-1.9975730013029738	-2.0	-2.0	1.998535876880713	-1.9991047985443904	-2.0	-2.0	-2.0	-2.0
173272	-1.9969829503378798	-1.9977381228380977	-1.91500857267812	-1.967090548073597	1.9080394376317868	-1.7906973534013868	2.6295484436650627	5.017170257283946	-1.9107060224606254	-1.5857161326227687
174301	-1.8799745064539322	-1.9276799756528569	-2.0	-2.0	1.9021837341214394	-1.9432706377615732	-2.0	-2.0	-1.655867201148091	-2.0
177819	-1.91944869040024	-1.8788744452317734	-0.9882976883610997	-0.4621405426883817	1.6307007615972937	-0.9832288279328532	-0.724769837790442	-0.6365268045266146	-0.8850735112365795	-0.9622234151211208
178448	-1.9982260354697872	-1.9968926731499779	-1.490220622750743	-1.4438674393619253	1.9985636355611271	-1.9981894804510587	-0.3766518444291338	-0.9455620437812791	-1.4964775248818731	-1.768533754519322
181385	-1.9636768790563048	-1.917459224490421	0.5547645125958388	3.6441285927585505	1.9466475195926394	-1.9312227262406891	1.131458633431455	4.45005126065891	-1.382288443611641	-1.53153759925803
184099	-1.9957586750253329	-1.994202533438247	-1.9383899233296824	-1.909322670158974	1.9971661989696199	-1.9969658342275418	-1.9368697939500217	-1.917644292291022	-2.0	-2.0
185504	-1.957260583479294	-1.7087511582339354	-1.4074717843706839	-1.2594383502287454	1.9534077061531676	-1.9490500625289708	-1.558088557650153	-1.564078847325518	-0.08262388731638527	-0.9948685726008604
190403	-1.8895816027524448	-1.91013981622049	-2.0	-2.0	1.9442255214797803	-1.9738000789598111	-2.0	-2.0	-2.0	-2.0
193558	-2.0	-2.0	-2.0	-2.0	1.949238283270867	-1.8567193818084653	-1.9991105916307415	-1.9940367693486096	-2.0	1.507487708284322
193595	-1.7926570093980452	-1.2880246242979936	-2.0	-2.0	1.971252423187386	-1.9873689354331177	-2.0	-2.0	-2.0	-2.0
200288	-1.97160042641804	-1.9729038287247427	-1.3888280394304489	-1.1070894818353432	1.9805170799871141	-1.9870246288754208	-1.7652851313526454	-1.6192868141027428	-2.0	-2.0
200602	-1.128208739474227	-0.2290044954800191	-1.654983570646221	-1.5127150698602612	1.5612228789280953	-0.5509208332305109	-1.7659828568837017	-1.406520005695563	-1.6868450154277848	-1.9053382361412534
200742	-1.9997059735075182	-1.9995018955292194	-0.5788608981380057	-0.998270320273551	1.999391331644017	-1.9996352708147846	-1.3336256028057865	-1.2168986914949647	-0.06663381370997573	-1.1903752449557687
201184	-1.5573663188528515	-0.9690069751890329	-1.9910385343024994	-1.9275393015546427	1.5140636423350695	-1.2392215750945315	-1.9895333864315046	-1.9233829288994686	-1.350507690731086	-1.3363771521350272
203946	-1.3293689450335266	-2.0	-2.0	-2.0	1.982448671509673	-1.9707067798229188	-2.0	-2.0	-2.0	-0.2945570458015855
204495	-1.9943308401708515	-1.994570302211748	-0.9438272570802686	-0.8747263676862324	1.988504172967396	-1.978935165530617	-1.0355107409031117	1.2689311885367895	-0.0627464032793055	8.275949730126369
215136	-1.9969695797288403	-1.993919300229981	-1.0142387732749172	-0.33714418161204246	1.996855575394872	-1.9955476960715415	-0.5460922243035338	-0.07456252565560811	-1.0247949784683896	-1.5081588540685626
216279	-1.9991175837442363	-1.9989642191073882	-2.0	-2.0	1.9995471448605442	-1.9996432550534644	-2.0	-2.0	-2.0	-2.0
220089	-1.6634248956378814	-1.471766829030185	-0.29604130808949997	-1.3186731079502518	1.565485235966865	-1.635213628053795	-0.823482523614044	-1.2554785630762102	-1.6254983288008051	-1.5498439848081125
220201	1.0329844445582768	4.194007057100773	-1.583291845066215	-1.6668521133772374	-0.18261309370433373	2.4425356230839306	-0.6584831214379647	-1.4240617991901725	-0.9107114093542156	-1.6715017779433137
222392	-1.950715040997131	-1.8133717957755457	-1.974561000600643	-1.937848914403074	1.9688157155526056	-1.961233154739763	-1.9635787272788587	-1.8850816060896183	-2.0	-2.0
224319	-1.0000145452429783	-0.8645732478323658	23.531215772179642	-2.0	1.9990558696451903	-1.9985629773877474	1.5199872464230229	1.0591520157400585	-1.6254983288008051	2.3121608304646406
224846	-1.9394815637590725	-1.8837818869103746	-1.9704271631982475	-1.938898411381901	1.900058116539713	-1.872400526287747	-1.9473914949583515	-1.8872298028712264	-1.4665688481272217	-0.8618136192342739
230009	-1.6244466898877192	-0.23083950807684012	-1.892462411629991	-1.7819641725421411	1.6244489761338665	-0.6726966446520395	-1.885217807181858	-1.779590490824583	-2.0	-2.0
232635	-1.9802702848776743	-1.9748237782077898	-1.9718353935221407	-1.951313088805245	1.987776979368076	-1.9874185960519066	-1.9838127676794928	-1.9638846330590676	-2.0	-2.0
234283	-1.8566699875430384	-1.9931343709584814	-2.0	-2.0	1.856672420272129	-1.9948490979167888	-2.0	-2.0	-2.0	-2.0
240490	-1.9801261479201135	-1.9754421122099228	-1.8443963683433957	-1.149938843739551	1.9841260973479888	-1.9898044501497119	-1.9638712676220005	-1.7119588581367093	-1.9817661095438361	-2.0
240624	-1.9999200011636193	-2.0	-2.0	-2.0	1.999282011469932	-1.993757063997103	-1.781959930911722	-1.7624517481664885	-2.0	1.6220730499977205
240666	-1.4781743283355242	0.2564918686818276	-1.9059403132268293	-1.5207984449353475	1.5544160655220096	-0.09818627587626165	-1.9198712307638153	-1.6648422190569243	-0.4592017256001699	-0.9819184874187494
244582	-1.9989178534736465	-1.999025643645923	-1.9802847754654984	-1.9711964348979143	1.9886769151954886	-1.98978752913613	-1.6931170539237173	-1.5941196113814804	-2.0	-1.0335040954199564
245870	-1.9820650781160354	-1.9665447346028098	-1.9734602746650938	-1.943681281619199	1.9826553637513349	-1.9789750758296747	-1.9780797895659799	-1.9457670085599021	-2.0	-2.0
245872	-1.9655546592098054	-1.9537379001001298	-1.992958848380535	-1.9827865774695805	1.973643924660454	-1.9736649980801413	-1.9929855326611137	-1.9831892115589342	-2.0	-2.0
245873	-1.9661424891128858	-1.95924822165714	-1.9890470974808325	-1.9785310901457986	1.982707088428175	-1.9786049130363421	-2.0	-2.0	-2.0	-2.0
