8/14/2011	10.61
8/15/2011	11.30
8/16/2011	11.05
8/17/2011	10.88
8/18/2011	10.90
8/19/2011	11.40
8/20/2011	11.49
8/21/2011	11.38
8/22/2011	11.03
8/23/2011	11.03
8/24/2011	10.94
8/25/2011	10.01
8/26/2011	8.65
8/27/2011	8.63
8/28/2011	8.97
8/29/2011	8.93
8/30/2011	8.78
8/31/2011	8.35
9/1/2011	8.22
9/2/2011	8.44
9/3/2011	8.53
9/4/2011	8.17
9/5/2011	7.62
9/6/2011	6.73
9/7/2011	7.03
9/8/2011	6.80
9/9/2011	5.31
9/10/2011	5.03
9/11/2011	6.07
9/12/2011	6.04
9/13/2011	5.84
9/14/2011	5.56
9/15/2011	4.98
9/16/2011	4.82
9/17/2011	4.81
9/18/2011	5.14
9/19/2011	5.29
9/20/2011	6.11
9/21/2011	5.63
9/22/2011	5.54
9/23/2011	5.61
9/24/2011	5.45
9/25/2011	5.41
9/26/2011	4.96
9/27/2011	4.92
9/28/2011	4.77
9/29/2011	4.74
9/30/2011	5.02
10/1/2011	5.05
10/2/2011	4.98
10/3/2011	4.97
10/4/2011	4.96
10/5/2011	4.90
10/6/2011	4.69
10/7/2011	4.29
10/8/2011	4.03
10/9/2011	4.19
10/10/2011	4.10
10/11/2011	3.95
10/12/2011	4.07
10/13/2011	4.08
10/14/2011	4.01
10/15/2011	3.89
10/16/2011	3.64
10/17/2011	2.85
10/18/2011	2.62
10/19/2011	2.28
10/20/2011	2.31
10/21/2011	2.54
10/22/2011	3.01
10/23/2011	3.08
10/24/2011	2.81
10/25/2011	2.74
10/26/2011	2.75
10/27/2011	2.92
10/28/2011	3.11
10/29/2011	3.54
10/30/2011	3.38
10/31/2011	3.19
11/1/2011	3.19
11/2/2011	3.23
11/3/2011	3.21
11/4/2011	3.13
11/5/2011	3.01
11/6/2011	2.96
11/7/2011	3.00
11/8/2011	3.09
11/9/2011	3.00
11/10/2011	2.87
11/11/2011	2.97
11/12/2011	3.06
11/13/2011	3.00
11/14/2011	2.51
11/15/2011	2.30
11/16/2011	2.46
11/17/2011	2.23
11/18/2011	2.14
11/19/2011	2.17
11/20/2011	2.28
11/21/2011	2.23
11/22/2011	2.31
11/23/2011	2.32
11/24/2011	2.42
11/25/2011	2.47
11/26/2011	2.48
11/27/2011	2.46
11/28/2011	2.51
11/29/2011	2.79
11/30/2011	2.91
12/1/2011	3.05
12/2/2011	3.10
12/3/2011	2.93
12/4/2011	2.75
12/5/2011	2.87
12/6/2011	2.98
12/7/2011	3.00
12/8/2011	2.95
12/9/2011	2.99
12/10/2011	3.04
12/11/2011	3.20
12/12/2011	3.18
12/13/2011	3.21
12/14/2011	3.12
12/15/2011	3.17
12/16/2011	3.18
12/17/2011	3.19
12/18/2011	3.20
12/19/2011	3.41
12/20/2011	3.97
12/21/2011	3.93
12/22/2011	3.79
12/23/2011	3.90
12/24/2011	3.92
12/25/2011	4.14
12/26/2011	4.04
12/27/2011	4.03
12/28/2011	4.14
12/29/2011	4.22
12/30/2011	4.19
12/31/2011	4.60
1/1/2012	5.10
1/2/2012	5.21
1/3/2012	4.95
1/4/2012	5.25
1/5/2012	6.20
1/6/2012	6.79
1/7/2012	6.72
1/8/2012	7.05
1/9/2012	6.47
1/10/2012	6.40
1/11/2012	6.81
1/12/2012	6.74
1/13/2012	6.61
1/14/2012	6.59
1/15/2012	6.90
1/16/2012	6.83
1/17/2012	6.04
1/18/2012	5.98
1/19/2012	6.18
1/20/2012	6.44
1/21/2012	6.29
1/22/2012	6.29
1/23/2012	6.31
1/24/2012	6.30
1/25/2012	5.88
1/26/2012	5.59
1/27/2012	5.29
1/28/2012	5.57
1/29/2012	5.48
1/30/2012	5.51
1/31/2012	5.53
2/1/2012	5.82
2/2/2012	6.03
2/3/2012	5.92
2/4/2012	5.92
2/5/2012	5.68
2/6/2012	5.55
2/7/2012	5.62
2/8/2012	5.64
2/9/2012	5.75
2/10/2012	5.88
2/11/2012	5.70
2/12/2012	5.60
2/13/2012	5.34
2/14/2012	4.70
2/15/2012	4.58
2/16/2012	4.19
2/17/2012	4.46
2/18/2012	4.27
2/19/2012	4.35
2/20/2012	4.37
2/21/2012	4.31
2/22/2012	4.44
2/23/2012	4.82
2/24/2012	4.98
2/25/2012	4.88
2/26/2012	4.96
2/27/2012	4.95
2/28/2012	4.87
2/29/2012	4.86
3/1/2012	4.94
3/2/2012	4.69
3/3/2012	4.68
3/4/2012	4.81
3/5/2012	4.95
3/6/2012	4.98
3/7/2012	4.93
3/8/2012	4.87
3/9/2012	4.90
3/10/2012	4.82
3/11/2012	4.91
3/12/2012	4.91
3/13/2012	5.16
3/14/2012	5.37
3/15/2012	5.33
3/16/2012	5.35
3/17/2012	5.32
3/18/2012	5.26
3/19/2012	4.88
3/20/2012	4.79
3/21/2012	4.82
3/22/2012	4.76
3/23/2012	4.70
3/24/2012	4.65
3/25/2012	4.50
3/26/2012	4.65
3/27/2012	4.67
3/28/2012	4.79
3/29/2012	4.77
3/30/2012	4.80
3/31/2012	4.89
4/1/2012	4.79
4/2/2012	4.94
4/3/2012	4.90
4/4/2012	4.93
4/5/2012	4.91
4/6/2012	4.94
4/7/2012	4.80
4/8/2012	4.72
4/9/2012	4.78
4/10/2012	4.83
4/11/2012	4.89
4/12/2012	4.89
4/13/2012	4.86
4/14/2012	4.98
4/15/2012	4.92
4/16/2012	4.95
4/17/2012	4.96
4/18/2012	5.08
4/19/2012	5.15
4/20/2012	5.23
4/21/2012	5.27
4/22/2012	5.18
4/23/2012	5.12
4/24/2012	5.07
4/25/2012	5.13
4/26/2012	5.08
4/27/2012	5.08
4/28/2012	4.96
4/29/2012	4.94
4/30/2012	4.94
5/1/2012	4.96
5/2/2012	5.08
5/3/2012	5.09
5/4/2012	5.12
5/5/2012	5.07
5/6/2012	5.05
5/7/2012	5.04
5/8/2012	5.03
5/9/2012	5.05
5/10/2012	4.96
5/11/2012	4.93
5/12/2012	4.95
5/13/2012	4.96
5/14/2012	4.99
5/15/2012	5.01
5/16/2012	5.07
5/17/2012	5.08
5/18/2012	5.10
5/19/2012	5.11
5/20/2012	5.12
5/21/2012	5.10
5/22/2012	5.08
5/23/2012	5.13
5/24/2012	5.12
5/25/2012	5.13
5/26/2012	5.12
5/27/2012	5.12
5/28/2012	5.13
5/29/2012	5.11
5/30/2012	5.14
5/31/2012	5.16
6/1/2012	5.18
6/2/2012	5.27
6/3/2012	5.25
6/4/2012	5.21
6/5/2012	5.27
6/6/2012	5.44
6/7/2012	5.46
6/8/2012	5.59
6/9/2012	5.63
6/10/2012	5.56
6/11/2012	5.47
6/12/2012	5.57
6/13/2012	5.70
6/14/2012	5.93
6/15/2012	5.95
6/16/2012	6.50
6/17/2012	6.40
6/18/2012	6.16
6/19/2012	6.31
6/20/2012	6.50
6/21/2012	6.67
6/22/2012	6.68
6/23/2012	6.55
6/24/2012	6.43
6/25/2012	6.35
6/26/2012	6.30
6/27/2012	6.42
6/28/2012	6.65
6/29/2012	6.61
6/30/2012	6.65
7/1/2012	6.60
7/2/2012	6.71
7/3/2012	6.55
7/4/2012	6.51
7/5/2012	6.65
7/6/2012	6.64
7/7/2012	6.77
7/8/2012	6.79
7/9/2012	6.90
7/10/2012	7.10
7/11/2012	7.11
7/12/2012	7.30
7/13/2012	7.63
7/14/2012	7.60
7/15/2012	7.58
7/16/2012	8.08
7/17/2012	8.34
7/18/2012	9.02
7/19/2012	9.09
7/20/2012	8.20
7/21/2012	8.88
7/22/2012	8.62
7/23/2012	8.46
7/24/2012	8.63
7/25/2012	8.59
7/26/2012	8.77
7/27/2012	8.89
7/28/2012	8.86
7/29/2012	8.77
7/30/2012	8.95
7/31/2012	9.24
8/1/2012	9.43
8/2/2012	10.13
8/3/2012	10.73
8/4/2012	11.00
8/5/2012	10.63
8/6/2012	10.90
8/7/2012	10.85
8/8/2012	11.04
8/9/2012	11.33
8/10/2012	11.41
8/11/2012	11.50
8/12/2012	11.64
8/13/2012	11.79
8/14/2012	12.09
8/15/2012	12.61
8/16/2012	13.23
8/17/2012	13.26
8/18/2012	11.87
8/19/2012	9.09
8/20/2012	9.53
8/21/2012	10.03
8/22/2012	9.86
8/23/2012	10.00
8/24/2012	10.27
8/25/2012	10.45
8/26/2012	10.55
8/27/2012	11.18
8/28/2012	10.90
8/29/2012	10.84
8/30/2012	10.76
8/31/2012	10.18
9/1/2012	10.00
9/2/2012	10.05
9/3/2012	10.35
9/4/2012	10.30
9/5/2012	10.75
9/6/2012	10.94
9/7/2012	11.10
9/8/2012	10.98
9/9/2012	11.05
9/10/2012	11.04
9/11/2012	11.11
9/12/2012	11.21
9/13/2012	11.34
9/14/2012	11.58
9/15/2012	11.71
9/16/2012	11.88
9/17/2012	11.90
9/18/2012	12.06
9/19/2012	12.41
9/20/2012	12.48
9/21/2012	12.27
9/22/2012	12.22
9/23/2012	12.00
9/24/2012	12.12
9/25/2012	12.11
9/26/2012	12.23
9/27/2012	12.32
9/28/2012	12.35
9/29/2012	12.40
9/30/2012	12.38
10/1/2012	12.39
10/2/2012	12.63
10/3/2012	12.84
10/4/2012	12.88
10/5/2012	12.75
10/6/2012	12.58
10/7/2012	12.01
10/8/2012	11.26
10/9/2012	11.97
10/10/2012	12.02
10/11/2012	12.03
10/12/2012	12.05
10/13/2012	11.96
10/14/2012	11.84
10/15/2012	11.72
10/16/2012	11.79
10/17/2012	11.88
10/18/2012	11.88
10/19/2012	11.76
10/20/2012	11.72
10/21/2012	11.68
10/22/2012	11.70
10/23/2012	11.73
10/24/2012	11.68
10/25/2012	11.03
10/26/2012	10.31
10/27/2012	10.38
10/28/2012	10.57
10/29/2012	10.65
10/30/2012	10.75
10/31/2012	11.02
11/1/2012	10.93
11/2/2012	10.58
11/3/2012	10.54
11/4/2012	10.67
11/5/2012	10.73
11/6/2012	10.80
11/7/2012	10.98
11/8/2012	10.92
11/9/2012	10.86
11/10/2012	10.85
11/11/2012	10.81
11/12/2012	10.99
11/13/2012	11.00
11/14/2012	10.95
11/15/2012	11.08
11/16/2012	11.49
11/17/2012	11.67
11/18/2012	11.71
11/19/2012	11.72
11/20/2012	11.69
11/21/2012	11.72
11/22/2012	12.07
11/23/2012	12.30
11/24/2012	12.37
11/25/2012	12.49
11/26/2012	12.36
11/27/2012	12.10
11/28/2012	12.28
11/29/2012	12.43
11/30/2012	12.56
12/1/2012	12.58
12/2/2012	12.56
12/3/2012	12.57
12/4/2012	13.03
12/5/2012	13.28
12/6/2012	13.38
12/7/2012	13.35
12/8/2012	13.46
12/9/2012	13.23
12/10/2012	13.42
12/11/2012	13.50
12/12/2012	13.60
12/13/2012	13.70
12/14/2012	13.56
12/15/2012	13.54
12/16/2012	13.35
12/17/2012	13.19
12/18/2012	13.24
12/19/2012	13.40
12/20/2012	13.53
12/21/2012	13.52
12/22/2012	13.42
12/23/2012	13.22
12/24/2012	13.38
12/25/2012	13.31
12/26/2012	13.34
12/27/2012	13.38
12/28/2012	13.45
12/29/2012	13.49
12/30/2012	13.45
12/31/2012	13.48
1/1/2013	13.34
1/2/2013	13.31
1/3/2013	13.36
1/4/2013	13.42
1/5/2013	13.45
1/6/2013	13.46
1/7/2013	13.51
1/8/2013	13.72
1/9/2013	13.74
1/10/2013	14.05
1/11/2013	14.11
1/12/2013	14.17
1/13/2013	14.11
1/14/2013	14.26
1/15/2013	14.20
1/16/2013	14.52
1/17/2013	15.17
1/18/2013	15.68
1/19/2013	15.46
1/20/2013	15.72
1/21/2013	16.38
1/22/2013	17.15
1/23/2013	17.22
1/24/2013	17.75
1/25/2013	16.66
1/26/2013	17.15
1/27/2013	17.65
1/28/2013	18.34
1/29/2013	19.17
1/30/2013	19.48
1/31/2013	20.58
2/1/2013	20.73
2/2/2013	19.47
2/3/2013	20.26
2/4/2013	20.42
2/5/2013	20.57
2/6/2013	21.09
2/7/2013	21.61
2/8/2013	22.42
2/9/2013	23.24
2/10/2013	23.42
2/11/2013	24.13
2/12/2013	25.09
2/13/2013	25.48
2/14/2013	25.46
2/15/2013	26.99
2/16/2013	27.16
2/17/2013	26.40
2/18/2013	26.76
2/19/2013	28.19
2/20/2013	29.47
2/21/2013	29.68
2/22/2013	30.46
2/23/2013	29.05
2/24/2013	29.78
2/25/2013	30.07
2/26/2013	31.01
2/27/2013	31.22
2/28/2013	32.69
3/1/2013	34.50
3/2/2013	34.25
3/3/2013	34.50
3/4/2013	36.15
3/5/2013	40.33
3/6/2013	41.02
3/7/2013	42.00
3/8/2013	44.18
3/9/2013	46.85
3/10/2013	46.00
3/11/2013	48.40
3/12/2013	44.29
3/13/2013	46.92
3/14/2013	47.17
3/15/2013	46.95
3/16/2013	47.00
3/17/2013	47.40
3/18/2013	51.60
3/19/2013	59.14
3/20/2013	64.49
3/21/2013	70.85
3/22/2013	69.87
3/23/2013	64.35
3/24/2013	71.50
3/25/2013	73.60
3/26/2013	78.50
3/27/2013	88.92
3/28/2013	86.18
3/29/2013	90.50
3/30/2013	92.19
3/31/2013	93.03
4/1/2013	104.00
4/2/2013	117.98
4/3/2013	135.00
4/4/2013	132.12
4/5/2013	142.32
4/6/2013	142.63
4/7/2013	162.30
4/8/2013	187.50
4/9/2013	230.00
4/10/2013	165.00
4/11/2013	124.90
4/12/2013	117.00
4/13/2013	93.00
4/14/2013	90.00
4/15/2013	82.39
4/16/2013	68.36
4/17/2013	93.07
4/18/2013	109.01
4/19/2013	118.48
4/20/2013	126.62
4/21/2013	119.20
4/22/2013	127.40
4/23/2013	143.48
4/24/2013	154.20
4/25/2013	141.71
4/26/2013	136.90
4/27/2013	128.00
4/28/2013	134.44
4/29/2013	144.00
4/30/2013	139.23
5/1/2013	116.38
5/2/2013	106.25
5/3/2013	98.10
5/4/2013	112.90
5/5/2013	115.98
5/6/2013	112.25
5/7/2013	109.60
5/8/2013	113.20
5/9/2013	112.80
5/10/2013	117.70
5/11/2013	115.64
5/12/2013	114.82
5/13/2013	117.98
5/14/2013	111.40
5/15/2013	114.22
5/16/2013	118.21
5/17/2013	123.50
5/18/2013	123.21
5/19/2013	122.50
5/20/2013	122.02
5/21/2013	122.89
5/22/2013	123.80
5/23/2013	126.30
5/24/2013	133.10
5/25/2013	131.99
5/26/2013	133.50
5/27/2013	129.77
5/28/2013	129.00
5/29/2013	132.25
5/30/2013	128.80
5/31/2013	128.82
6/1/2013	129.30
6/2/2013	122.50
6/3/2013	120.74
6/4/2013	121.40
6/5/2013	121.90
6/6/2013	118.97
6/7/2013	111.00
6/8/2013	107.89
6/9/2013	100.44
6/10/2013	106.35
6/11/2013	109.00
6/12/2013	108.78
6/13/2013	103.95
6/14/2013	100.00
6/15/2013	99.80
6/16/2013	99.90
6/17/2013	101.95
6/18/2013	107.35
6/19/2013	108.25
6/20/2013	111.29
6/21/2013	109.50
6/22/2013	108.20
6/23/2013	107.90
6/24/2013	102.09
6/25/2013	103.33
6/26/2013	104.00
6/27/2013	101.74
6/28/2013	94.66
6/29/2013	95.00
6/30/2013	97.51
7/1/2013	88.05
7/2/2013	90.41
7/3/2013	78.89
7/4/2013	80.04
7/5/2013	68.50
7/6/2013	69.66
7/7/2013	76.50
7/8/2013	76.00
7/9/2013	76.70
7/10/2013	88.00
7/11/2013	88.98
7/12/2013	93.99
7/13/2013	98.32
7/14/2013	94.42
7/15/2013	98.89
7/16/2013	97.10
7/17/2013	98.50
7/18/2013	90.07
7/19/2013	92.00
7/20/2013	89.82
7/21/2013	92.00
7/22/2013	91.60
7/23/2013	95.56
7/24/2013	94.97
